1,700.0,800.0,900.0,600.0,700.0
2,1100.0,1200.0,1200.0,1100.0,1500.0
4,1900.0,2300.0,1500.0,1700.0,1500.0
8,2800.0,3600.0,4400.0,4500.0,3500.0
16,11800.0,13800.0,9700.0,11200.0,10400.0
32,40100.0,40600.0,39400.0,46700.0,45700.0
64,154900.0,158300.0,156500.0,146800.0,156800.0
128,630000.0,573700.0,566500.0,677700.0,550400.0
256,2453000.0,2327200.0,2452600.0,2358000.0,2298200.0
512,11276400.0,12163700.0,11842900.0,11449400.0,11554100.0
1024,48094000.0,50395100.0,50251900.0,51249600.0,51908200.0
