1,1000.0,600.0,700.0,600.0,600.0
2,1100.0,1300.0,1300.0,1300.0,1100.0
4,2100.0,1600.0,2000.0,1800.0,1500.0
8,3700.0,3200.0,3500.0,3200.0,3600.0
16,7700.0,7500.0,7300.0,8800.0,7300.0
32,18300.0,17800.0,18200.0,19500.0,17700.0
64,41900.0,41500.0,42000.0,41900.0,41300.0
128,97300.0,92400.0,96100.0,97000.0,94700.0
256,222400.0,224100.0,221700.0,229000.0,222600.0
512,519900.0,497900.0,509700.0,507900.0,511300.0
1024,1207700.0,1141300.0,1143500.0,1118200.0,1185600.0
